Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
1063,0.8333333333333334,78,13,"section 375 and section 376; Desai; Koshal; Shinghal; Colonial Sugar Refining Co. vs Irving; Maneka Gandhi vs Union of India, [1978] 1 SCC 248; Maneka Gandhi vs Union of India, [1978] 2 SCR 621; Minakshi vs Subramanya, 14 IA 168; Ponnamma vs Arumogam, [1905] AC; Russel vs Duke of Norfolk, 11949] 1 All; Wiseman vs Barneman; Stroud; I SCR 63"
1064,0.6,15,6,"remoteness 981 (ii); Baltic General Insftrance Co. Ltd.; Livingstone vs Rawyards Coal Co. , British Westinghouse Electric and Manufactur ing Co. Ltd. vs Underwood Electric Railways Co., London ,; Monarch Steamship Co. Ltd. vs Karlshamns Oljefabriker , Hadley vs Baxendale (9 exhibit; Smith Hogg & Co. Ltd. vs Black Sea; Edison"
1065,0.7,10,3,s 28; s 56; Income Tax Appellate Tribu nal
1066,0.75,12,3,article 286(1)(b)on the; s.2(f); Act 29 of 1954
1067,0.875,8,1,"July, 23, [885 D]"
1068,0.7391304347826086,23,6,C.I.C.; C.P.C.; D.L.F. Housing and Construction Co. (P) Ltd. vs Sarup Singh and Ors; Ant; A.I.R. 1973 S.C. 76; Hyderabad
1069,0.8260869565217391,23,4,Rule 22 of order XLI; Rule 33 of order XLI; order XLI; C.P.C. [181 H 182A] 2:1
1070,0.736842105263158,19,5,"9.4.82; Board 166; Goodyear India Ltd. vs H.S.E.B. & Ors; Krishna Cement Works vs The Secretary APSEB, AIR 1979 AP 291; Pb. & Haryana H.C."
1071,0.75,24,6,Government Service Probation Rules; Mysore Government Servant; Bachan Singh & Anr; Bishan Sarup Gupta vs Union of India A.T.R. G. R. Luthra Additional District Judge Delhi vs Lt; section Jaisinghani vs Union of India [1967] 2 S.C.R. 703; Delhi
1072,0.7142857142857143,7,2,section Allowing; Associated Hotels of India Ltd. Delhi vs section B. Sardar Ranjit Singh
1073,0.9090909090909091,22,2,I.P.C.; Nagawwa vs section Konjalgi
1074,0.6666666666666667,15,5,"article 14, and (iii); cl. 11 B(III); Essential Supplies (Temporary Powers) Act, 1946; Supreme Court; Rachpal Singh vs Rex"
1075,1.0,4,0,
1076,0.6666666666666667,9,3,"Jugatrai Mahinchand Ajwani vs Union of India C.A. 1185 of 1965 dt. 6 2 67; P. Bahl vs Union of India C.A. 1918 of 1966 dt. 8 3 68; R. Venkataro vs Secretary of State, A.I.R. 1937 P.C. 31"
1077,0.8333333333333334,18,3,"Additional Sessions Judge, Ferozepore; I.P.C.; Kaila"
1078,0.33333333333333337,6,4,"Punjab Security of the State Act, 1953; B. vs Sir B. Carden ([1879]; Kelly vs Sherlock ([1866] L.R. 1 Q.B. 686, 689; Seymour vs Butterworth ([1862] ; , 376, 377)"
1079,0.7173913043478262,46,13,"March 31, 1957 and March 1958; Income Tax Officer 'E ' Ward District II (1); Sub s.(3); sec.(1); sub s(1); sub s.(1); sub s.(1) of section 33; sub s.(1) while sub section; sub s.(2)(b) and sub s.(4); sub s.(4); sub s.(4) of section 33B. [275 A H, 276 A]; Artemiou vs Procopiou, , Luke vs Inland Revenue Commissioner and 577; Commissioner of Income Tax vs Kishoresingh Kalyan Singh Solanki"
1080,0.8636363636363636,44,6,"Nila Bacha; Rudra Pratap Deo Singh; Crl.; Hinda Succession Act, 1956; Hargovind Singh vs Collector of Etah, A I R. 1937 All 377; Raja Rama Rao vs Raja of Pittapur, [1918] L.R. 45 I A. 148"
1081,0.7142857142857143,7,2,"Urdu; 410 Abdul Mohammad vs Attorney General of Palestine, A.I.R."
1082,0.5,6,3,"Bishun Dayal vs Kesho Prastid, A.I.R. 1940 P.C. 202; Sri Bhagwan Singh vs Ram Basi Kuer, A.I.R. 1957 Pat 157; Sukan vs Krishnand, I.L.R. 32 Pat"
1083,0.8275862068965517,29,5,"s.21(A); section 3(0).[958D F] 4(i); July 5, 1976; Punjab National Bank vs Sugan Chand, [1985]1 ARC 214; Punjab National Bank vs Suganchand, [1985]1 ARC 214"
1084,0.6,5,2,"sub section; K.G. Khosla & Co. (P) Ltd. & Ors., [1979] 3 S.C.R. 453"
1085,0.9375,32,2,Payment of Wages Act (Act IV Of 1936); sections 3(I) and 3(2)(a)
1086,0.6470588235294117,17,6,"Per Daval; Bryant L.R (1987 6); N.Baksi vs O. K. (Thosh, A. T. R. (19.)7) Patn; shareef vs The Hon 'ble Judges of the; High Court of Nagpur; L. R."
1087,0.38095238095238093,21,13,"Charles Hubert Kinch vs Fdward Keith Walcott, A.I.R. 1929 Journal & P.C. 289; Fateh Khan vs Chhajju & Ors., A.I.R. 1931 Lah. 386; Govind waman vs Murlidhar Shrinivas, A.I.R. 1953 Bom, 412; Indal vs Chaudhary 516 Ram Nidh, A.I.R. 33 [1946]; Kunj Bihari vs Bitndeshri Prasad, I.L.R. vol.; Morris vs Barret, E.I.R. 141, 768; Rain Kinkar Singh V. Smt; Sambasiva Chari vs Ramasaini Reddi, I.L.R. 22 Mad; Shooshee Bushan Rtidro vs Gobind Chander Roy, I.L.R. Cal; Wentworth vs Bullen, E.L.R. 141 769; XVIII (1891) 231; I.L.R. XLVI All. 328 (1924; Kamal Basini Devi"
1088,0.33333333333333337,3,2,"Orissa Tenants Protection Act, 1948; Secretary of State vs Mask & Co. (1940) L.R. 67 I.A. 222"
1089,0.5714285714285714,7,3,S.376; s.376; State of UP
1090,1.0,6,0,
1091,0.9,10,1,section 25C. 549 (ii)
1092,0.8,15,3,Abolition Act; Bombay Legislature; High Court of Bombay
1093,0.5714285714285714,7,3,"Lakshmana vs Subramania, (1923) A.I.R. 1924 P.C. 44; Mundancheri Koman vs Achutan Nair (1934) 61 I.A. 405; [1960] I S.C.R. 773"
1094,0.5263157894736843,19,9,"C]; Perumal Nadar v; Ponnuswami [1971] I SCR 49; Rajgopal vs Armugam [1969] I SCR 254; Rajgopal vs Armugon & Ors; Ramayya vs Mrs. Josephine Elizabeth, AIR 1937 MAD 172; Vermani vs Vermani AIR 1943 LAHORE 51; [1969] I SCR 254; ILR 9 MADRAS 466; ILR 33 MADRAS 342"
1095,0.7222222222222222,18,5,"1st March 1976; 26/27th February, 1976; 2h/27th February, 1976; March 1, 1976; PG NO 241 PG NO 242"
1096,0.75,12,3,"section 193; Abdulullah vs Asraf Ali, 7 C.L.J. 152; Bande Ali Fakir vs Amud Sarkar"
1097,0.7777777777777778,9,2,Penal Code; Sudheendra Kumar Roy vs Emperor (I.L.R. approved
1098,0.8275862068965517,29,5,Thakore; Vinayasinhji; AIR 1972 SC 1279; M.N. Arya Murthi vs M.N. Subbaraya Setty; [1122C D] 1113
1099,0.6190476190476191,21,8,"10 12 1968; Jalian Trading Company; Japan Trading; Bonus Act, 1965; Formula [937 E] Jalam Trading Co. vs Mill Mazdoor Union; Garment Cleaning Works vs Its Workmen, , Motipur Zamindari (P) Ltd. vs Workmen, , Employees vs Reserve Bank of India; Remington Rand of India Ltd. vs ' Their Workmen, , Remington Rand of India vs The Workmen, , 168; Clause 5"
1100,0.8235294117647058,17,3,Criminal Procedure Code; Indian Evidence Act; Supreme Court
1101,0.9333333333333333,15,1,section II
1102,0.7692307692307692,13,3,Behara Venkataramanayya Patro; AIR (1965) A.P. 86; A.P. High Court
1103,0.5714285714285714,7,3,"West Bengal Premises Rent Control (Temporary Provisions) Act, 1948; West Bengal Premises Rent Control (Temporary Provisions) Act, 1950; s, 13(2)"
1104,0.7058823529411764,17,5,"Additional 17 126; section 476 A read with section 195(3); Code of Civil Procedure; Code of Criminal Procedure; M. section Sheriff vs Govindan (A.I.R. , 1061)"
1105,0.868421052631579,38,5,subsection (1) and sub section (2) of section 64; ([1917] A.C. 406; Chiranjit Lal Chowdhury vs The Union of India ([1950] S.C.R. 860); Coal Control case ([1954] S.C.R. 803); State of Madras vs V. G. Bow ([1952] S.C.R. 597)
1106,0.8333333333333334,6,1,Supreme Court
1107,0.7,10,3,Victoria Laundry (Winsdsor) Ltd.v.; Newman Industries Ltd.; W.P. Pim
1108,0.8571428571428572,21,3,"Parliament; Budhan Chowdhary others vs The State of Bihar, (1955) S.C.R.1945 and; Kedar Nath Bajoria vs The State of West Bengal, (1954) S.C.R 30"
1109,1.0,1,0,
1110,0.9166666666666666,12,1,Industrial Disputes Act
1111,0.5,8,4,"section 302/ 34; sub section (1); subsec tion (2); Code of Criminal Procedure, 1973"
1112,0.8076923076923077,26,5,"Rampur Municipal Board; a. 135(3); article 226; Constitution of India; Azimulla vs Suraj Kumar Singh, A.I.R. (1957) All"
1113,0.7916666666666666,48,10,"Haryana Government; Hindustan Times Delhi; State of Punjab and Haryana; Punjab and Haryana; r. 2.42; r. 3.11(c); r. 3.14; Devi Shanker Parbhakar vs State of Haryana [1971] 73 P. L. R. 644; Mysore vs Indore Mercantile Bank, Ltd., [1959] Supp; State of Madhya Pradesh vs Lal Bhargavendra Singh, [1966] 2 S.C.R. 56"
1114,0.5714285714285714,7,3,clause (a) of section 32F(1); s 32F(1); Bombay Tenancy and Agricultural Lands Act 1948
1115,0.8695652173913043,23,3,Article 317(3) (c); Clause (2); proviso to clause (1) of Article 316
1116,0.9166666666666666,12,1,Pay Commission
1117,0.9444444444444444,18,1,Hindu Succession Act
1118,1.0,4,0,
1119,0.6666666666666667,3,1,"U. P. Road Transport Act, 1951"
1120,0.7272727272727273,11,3,"Orissa Estates Abolition Act, 1951; Orissa Estates abolition Act,1951,; State of"
1121,0.9210526315789473,76,6,"High Courts of Bombay, Calcutta and Madras; Section 80C to Section 80VV; clause (iv) of Section 99 sub section (1); A.N. Sen; D.P. Madon; M.P. Thakkar"
1122,0.4736842105263158,19,10,"Criminal Proce dure Code 1898; Criminal Procedure Code; 175 Ahmad Din vs Abdul Salem AIR; Govind vs State and others AIR 1969 All. 405; Hemdan vs State of Rajasthan & Ors., AIR 1966 Raj. 5; Mahesh Thakur and others vs Lakshman Prasad Thakur and another (1971) 19 Bihar Law Journal 727; Makbul and others AIR 1970 Orissa 309; Nandial Ghose vs Emperor AIR 1944 Cal. 283; Shambhu Nath Chopra vs State AIR 1970 Delhi 210; State of Madhya Pradesh vs Trivedi Prasad (1971) XVI H.R. Law journal 1059"
1123,0.8695652173913043,46,6,"Cochin Income tax Act; Travancore Income tax Act; Travancore and Cochin Income tax Acts; State of Travancore Cochin; Commissioner of Income tax, Bombay Presidency and Aden vs Khemchand Ramdas, (1938) L. R. 65 1; R. 1957 Punjab 5"
1124,0.9565217391304348,23,1,guaran
1125,0.875,8,1,Tribu nal
1126,0.875,16,2,"Guna Amrit Thandani, [1973] I SCR 53; Sabharwal Brothers vs Smt."
1127,0.72,25,7,"Basti Sugar Mills Ltd. v; Kesar Lal Narsing Bhai V. Calico Printing Ltd., 1955 Industrial Court Reporter, 1105; LI208SupCII72 186 Waryam Singh vs Amar Nath, , Tarapur & Co. vs Mls; New India Tannis vs Aurora Singh Moibi, A.I.R. 1947 Cal. 613; Ramesh vs Ganda Lal; , at 1449; Tractors Export, [1969] 2 S.C.R. 699; Ramjagar"
1128,0.8947368421052632,19,2,r. 48A(4); O.M. No. 24(57) E V 32
1129,0.6,5,2,State Government of Jammu and Kashmir; Indian Contract Act
1130,0.9,10,1,S.192
1131,0.8372093023255813,43,7,"Indian Government; Jagannath Agarwala vs State of Orissa; Nawab Bahadur of Murshidabad vs Karnani Industrial Bank Ltd., L.R. [1931] 58 I.A. 215, 219 20; Pema Chibar vs Union of India; State of Madhya Pradesh vs Lal Bhargavendra Singh, [1966] 2 S.C.R. 56 Maharaja Shri Umaid Mills Ltd. vs Union of India, [1963] Supp. 2, S.C.R. 757 515; Union of India vs Gwalior Rayon Silk Manufacturing (Weaving) Co.; Vajesinghji Joravarsingji vs Secretary of State for India, [1924] L.R. 51 I.A. 357, 361"
1132,0.9333333333333333,15,1,sections 14 and 17 f the [538G]
1133,0.8333333333333334,18,3,"O. 21, r. 57; Kumar Roy vs Nikhil Bhusan Mukhopadhya (L.R. 76 I.A. 74); Renula Bose v, Manmatha Nath Bose (L.R. 72 I.A. 156)"
1134,0.5,8,4,"V; Madras School of Mitakshara law; Transfer of property Act; Balo vs Parbati, I.L.R. [1940] All. 370"
1135,0.7692307692307692,13,3,VI A; Supreme Court; Ant
1136,0.8888888888888888,36,4,Kamalabai; Ranade; s 226(3); s 226(3)(vi)
1137,0.8333333333333334,18,3,Articles 14 and 15; Indian Constitution; Per Oza
1138,0.4444444444444444,9,5,"Ss. 147 and 04, 323, 324 and 325 read with section 149; Ss. 148, 323, 324 and 325 read with 14; a. 323; I.P ' C.; I.P.C."
1139,0.5909090909090908,22,9,Bound ary Disputes Tribunal; Boundary Disputes Tribunal; Bose; DAS; Sec. 7; Sec. 8; Sec. 8 (1); Sec. 8 of the ; (ii); sub sec.
1140,0.6285714285714286,35,13,"8 C and 13 C; Application 13 C; O.VIII, r.9; application 13 C; application 30 C; application 65 C; application 7 C; application 8 C; application 83; section 20 and O.VII, r. 11 read with section 151; section 34 of the or section 3; International Chamber of Commerce (ICC); 863 Food Corporation of India vs Yadav Engineer"
1141,0.9190751445086706,173,14,"CAs Nos.; CMPs Nos. 16889 and 17018 of 1987; Nos. 12029 31/87; S.C.C. 117; S.L.P. (c) No. 4826/87; [1001E F] 969; 968 Act; Companies Act; District Court Kanpur; High Court 963; Clyde Navigation Trustees vs Laird; R.C. Cooper vs Union of India, ; at 567, 568, 635; Shyam Lal vs M. Shyamlal A.I.R. 1933 All. 649, 76 Corpus Juris Secundum 621; State Wakf Board vs Abdul Aziz, A.I.R. 1968 Madras 79, 81"
1142,0.8333333333333334,18,3,"Hallu Singh; State of U.P. vs Hari Prasad & Ors., {1974} 3 S.C.C. 673; State of Punjab"
1143,0.9090909090909091,11,1,Rule 4
1144,0.875,8,1,Sreenivasa Rao vs Narasimhaiah
1145,0.9230769230769231,26,2,"15th Febru ary, 1990; 16th November, 1989"
1146,0.6666666666666667,6,2,Notification No. 126 of 1984; Notifications No. 53 of 1983 and 126 of 1984
1147,0.9285714285714286,14,1,India
1148,0.6818181818181819,22,7,"Motor Vehicles Tax Acts; Articles 19(1) (g) and 301; State of Mysore; ,[1981] 2 SCC 318; Automobile Transport (Rajasthan) Ltd. vs The State of Rajasthan and Ors , {1963} 1 SCR 491; B.A. Jayaram; [ 1981] 2SCC 318"
1149,0.7777777777777778,27,6,"25th February, 1980; Annexure I; Rule 1; rule 2; NOC 109 Cal.; Nikhil Bhushan Chandra vs Union of India & Ors., (1983 LABI.C."
1150,0.8125,16,3,"1st April, 1969; A.P. General Sales Tax Act; State Act"
1151,0.4285714285714286,7,4,Section 14(3); section 14(3); section 3(2); Himachal Rent Control Act
1152,0.7692307692307692,13,3,"section 293 (1) and section 298 (2) (J) (d); U.P. Municipalities Act, 1916; Town Area Committee of Jalalabad"
1153,0.8571428571428572,14,2,a. 46; r. 285H. [476 H]
1154,0.7037037037037037,27,8,"section '2 (vi)(d ); section 2(vi)d of; section 25FF; Industrial Disputes Act; Wages Act; payment of Wages Act; D 'Costa vs B.C. Patel, [1955] 1 S.C.R. 1353; Punjab National Bank Ltd. vs Kharbanda, [1962] Supp. 2 S.C.R. 977"
1155,0.9375,16,1,article 116
1156,0.8181818181818181,22,4,"section 167 cl. 8 ,of Act 8 of 1878; Act 18 of 1947; Customs Act 8 of 1878; Ministry of Commerce"
1157,0.75,12,3,"Sections 14(1) proviso (b), 16(2) and (3); Kartar Singh vs Shri Vijay Kumar and Another; Raja Ram Goyal vs Ashok Kumar and others"
1158,0.5,4,2,"P; Fanindra Deb Raikat vs Rajeswar Das, (1884) L.R. 12 I.A. 72"
1159,0.9230769230769231,13,1,Dhija Ram
1160,0.8461538461538461,13,2,"Pusauli Railway Station; State of Uttar Pradesh vs Mohd. Sharif, AIR 1982 SC 937"
1161,0.7142857142857143,28,8,"Metro Theatre; IT) No. 248 of 1975; Industrial Tribunal; Supreme Court; Bengal Chemical and Pharmaceutical Works Ltd. vs Its Workmen and Another, 1969 I L.L.J. 751; Hydro (Engineers) (Pvt.) Ltd. vs Their Workmen, 1969 I L.L.J. 713; Reference (VA) No. 5 of 1970 M/s. Alankar and 39 others vs The Workmen employed under them; Wenger and Co. and others vs Their Workmen, 1963 II L.L.J. 403"
1162,0.8181818181818181,11,2,SS. 2(d) and 40(4); section 2(d)
1163,0.9393939393939394,33,2,Indian Constitution; Article were 272
1164,0.7142857142857143,7,2,"proviso to this section; Commissioner of Income tax vs H. Bjordal, [1955] 28 I. T. R. 25"
1165,0.7647058823529411,17,4,"sub s (5) of section 3; sub section (5) of Section 3; Breen vs Amalgamated Engineering Union, at 190; R.V. Criminal Injuries Compensation Board, explain, and Ridge vs Baldwin"
1166,0.8620689655172413,29,4,"Devo Prasad Dutta Roy; Sec.; Amrit Lal Chum vs; of India Ltd., [1987] IV SCC 361"
1167,0.8541666666666666,48,7,"Citizenship Act of 1955; Indian Parliament; Brierly; Brierly Law of Nations p. 217; United States vs Attstoctter et tit, (1947) U.S. Military Tribunal, Nuremburg L.R. 3 T.W.C. vi, 34; Gould; CT/69 7 90 World War"
1168,0.75,12,3,Hyderabad Legislature; Indian Union; Parliament
1169,0.4,5,3,section 302; section 34; lPC
1170,0.8292682926829268,41,7,1939 Act; AIR 1947 Madras 416; AIR 1963 All.; Kiran Rani Chakravarty AIR 1965 Pat; Shekhanmian AIR 1930 Bombay 178; Aahimunnissa; V.I.L.R. 1883 226
1171,1.0,8,0,
1172,0.9310344827586207,29,2,"Indian parliamentary delegation; Articles 141, 142 and 144"
1173,1.0,24,0,
1174,0.782608695652174,23,5,"Mines Act of 1952; Ayyangar; Per Mudholkar; G. D. Bhattar vs State, A.I.R. (1957) Cal; State Government, M. P. vs Deodatta Diddi, A.I.R. (1956) Nag. 71"
1175,0.8333333333333334,12,2,"Department of Mines and Geology, State of Karnataka; 4.5.1970"
1176,0.7741935483870968,31,7,"Maqbul Unnissa vs Union of India, I.L.R. (1953) 2 All. 289; Maqbulunnissa vs Union of India, I.L.R. (1953) 2 All. 289; Radhe shyam Makhanlal vs Union.of India, A.I.R. 1960 Bom; Surajmal vs State of M.P., A.I.R. 958 M.P. 103; Courts Act, 1952; Per Das Gupta; Per Subba Rao"
1177,0.33333333333333337,6,4,Section 37(2); s.37(2); Court Fees & Suits Valuation Central Act; Madras Court Fees and Suits Valuation Act
1178,0.7857142857142857,14,3,Sections 98 and 99; Om Prakash Gupta vs Rattan Singh and another; Raja Durga Singh of Solan vs Tholu
1179,0.8888888888888888,27,3,"Sub Judge, II Class; subse 253; ILR XXVII Madras"
1180,0.0,1,1,"Sree Meenakski Mills vs Their workmen, ([1958] S.C.R. 878 at 884)"
1181,0.9375,16,1,Rama 445 Nand
1182,0.0,2,2,"Rekha Mehta vs Delhi Administration, W.P. (C) No. 539 of 1987; April 4, 1988"
1183,1.0,7,0,
1184,0.6666666666666667,9,3,National Finance Ltd.; Karanpur; Liquidators of Pursa Ltd. vs
1185,0.8,5,1,M/s. Girdhar Lal & Sons vs Balbir Nath Mathur and oth
1186,0.375,8,5,proviso (a) to s ' 4(3) (i); s ' 4(3) (ii); Income tax Act; Mohammad Ibrahim Riza; Nagpur
1187,0.71875,32,9,"Andhra Pradesh (Regulation of Supply and Purchase) Act 1961; Indian Contract Act; Articles 14 and 301; A. T. Mehtab Majid and Co. vs State of Madras, [1963] Supp; C. G. Naidu & Co. vs State of Madras, A.I.R. 1953 Mad; Lane vs Cotton, ; E.R. 17; S.C.R. 435, Atiabari Tea Co ' Ltd., vs State of Assam (Rajasthan) Ltd., vs State of Rajasthan, [1963] 1 S.C.R. 491; Diamond Sugar Mills Ltd.; State of Uttar Pradesh"
1188,0.8918918918918919,37,4,"Abrams vs United States, 11963] L.Ed. 1173 at 1180; Charlotte Anita Whitney vs People of the State of California, 71 L.Edn. 1095 at 1106; Ramesh Thapar vs State of Madras; Cochin"
1189,0.75,8,2,"Green vs J. Glikstan, 14 Tax Cases 364; London Investment and Mortgage Co. Ltd, vs Inland Revenue Commissioners [1957] 1 All England Reports"
1190,1.0,2,0,
1191,0.75,12,3,"sections 471 and 467 read; P.C.; Barendra Kumar Ghosh vs The King Emperor, (1929) L.R. 52 I.A. 40"
1192,0.9375,16,1,Supreme Court
1193,N/A,0,0,
1194,0.8181818181818181,11,2,"section 44 97 766; Commissioner of Income tax vs Ravalaseema Oil Mills, and section V. Veerappan Chettiar vs Commissioner of Income tax, Madras"
1195,0.8947368421052632,19,2,([1951] 'S.C.R. 747); Dwarka Prasad Laxmi Narain vs The State of Uttar Pradesh (([1954] S.C.R. 803)
1196,0.8095238095238095,21,4,August 28.; section 39; (iii); section 4 or section 6; M
1197,1.0,19,0,
1198,0.6,10,4,311 H; 312 A]; r. 22; section 10(2)(n) and by section 10(1); Amending Act of 1956
1199,0.8571428571428572,21,3,sub section; 9.5.1978; Notifi cation No. 111 of 1978
1200,0.375,16,10,C.S.T.; Madras General Sales Tax; cotton Transport Act 1923; Madurai; s 3(a); s 3(b); s 4; s 6(2); s 8(5); s 9(1)
1201,0.8113207547169812,53,10,"Punjab; 234(1) and 239(b); s, 10; Albert West Meads vs The King, 75 I.A. 815; Amrik Singh vs The State of PEPSU; Gill vs The King, 75 I.A. 41; Hori Ram Singh vs The Crown; Matajog Dobey vs H. C. Bhari; Per Kapur; Per Sinha"
1202,0.75,12,3,"Sub section (I) Of section 326; section 58 (1) and (2), read with section 69; U. P. Municipalities Act, 1916"
1203,0.6666666666666667,24,8,5.12.1977; Rule 4 and Clause (1) of Rule 5; Sec. 15; Sub section; proviso to Sec. 13(2)(i); Seth BikhrajJaipuria vs Union of India; State of U.P. & Others vs Babu Ram Upadhya; Montreal
1204,0.8,10,2,"Dewan Chand vs Raghbir Singh, I.L.R. [1966] 1 Punjab 193; L2Sup(CI)/70 14 406 Tulsi Das vs Diala Ram, I.L.R. [1944] Lab. 1 (F.B.)"
1205,0.0,2,2,Bihar Sugar Industry; Government of the country
1206,0.7678571428571428,56,13,"22 4 1978; 7 1 1978; August 6, 1969; Armour vs Liverpool Corporation, , 434, 435; Bimal Kumar Shome vs P.C. Bhattacharya; Bombay H.C.) R.M. Joshi vs The Reserve Bank of India; Emperor vs Shibnath Banerjee, 72 I.A. 241; Om Parkash vs Union of India A.I.R. 1971 S.C. 771, 773, 774; Omparkash vs Union of India, A.I.R. 1971 SC 771, 773, 774; Delhi; 5 Appeal Cases 473; Civil Writ No. 876 of 1974; Petition No. 206 of 1967"
1207,0.6363636363636364,22,8,"Code 500; Per Sarkar; Arunachellam Chetty vs Ramanadhan Chetty, Mad. 309 Muthalakkammal vs Narappa Reddier, (1933) I.L.R. ,; Jitendra Nath Roy vs Samarendra Nath Mitter (1943) L.R. 70 I.A. 68; Thakur Prasad vs Sheikh Fakir Ullah, (1894) L.R. 22 I.A. 44; Virupakshappa vs Shidappa, (1901)1.L.R. Rhodes vs Swithenbank, (1889) L. R.; Shidappa; basappa"
1208,1.0,5,0,
1209,0.8333333333333334,12,2,Control 300; V.S. Rahi
1210,0.8666666666666667,15,2,Income tax Appellate Tribunal; Mahadevia
1211,0.7647058823529411,34,8,"Berar Swadeshi Vanaspati; Raza Buland Sugar Co. Ltd.; Uttar Pradesh Government; S.C.R. 235; article 133; article 14; s.135(3); Raza Buland Sugar Co. Ltd. vs Municipal Board, Rampur"
