Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
406,0.5194805194805194,77,37,"s.87; section 87 and 89; Corporation of Calcutta; M.K. Papiah & Sons; Delhi Laws Act; East Punjab Urban Rent Restric tion (Extension to Chandigarh) Act, 1974; East Punjab Urban Rent Restriction (Amendment) Act, 1985; East Punjab Urban Rent Restriction (Chandigarh Amendment) Act, 1982; East Punjab Urban Rent Restriction (Extension to Chandigarh) Act, 1974; Punjab Reorganisation (Chandigarh) (Adaptation of Laws on State and Concurrent Subjects) Order, 1968; Trans fer of Property Act; 16th November, 1985; 1st November, 1966; 4th November, 1972; Brii Sundar Kapoor vs First Additional District Judges, [1980] I SCC 651; Edward Mills Co. Ltd. Beawar vs The State of Ajmer; Gwalior Rayon Silk Mfg. (Wvg.) Co. Ltd. vs The Ass; Hari Shankar Bagla vs State of Madhya Pradesh; Jatindra Nath Gupta vs The Province of Bihar & Ors; Jyoti Pershad vs Administrator for the Union Territory of Delhi; Lal Kuan vs Union of India; Municipal Corporation of Delhi vs Birla Cotton, Spinning & Weaving Mills, Delhi & Anr; Pandit Banarsi Das vs The State of Madhya Pradesh & Ors; Rajnarain Singh vs The Chairman, Patna Administration Committee, Patna & Anr; Sardar Inder Singh vs The State of Rajasthan; Shama Rao vs The Union Territory of Pondichery; Sita Ram Bishambhar Dayal vs State of U.P. & Ors; Vasantlal Maganbhai San janwala vs The State of Bombay & Ors; Western India Theatres Ltd. vs Municipal Corporation of the City of Poona, [1959] 2 Supp; Devi Das Gopal Krishan; Harishankar Bagla; Hira Lal Rattan Lal; Mohammad Hussain Gulam Moham; Sprigg; Excise Commissioner; State Of Bombay; State of Madhya Pradesh"
407,0.4242424242424242,33,19,"Sections 25F, 25FF, 25FFF; clause 13; clause 13(2) (iv); Ambika Prasad Mishra vs State of U. P. & Ors. 10; Col. J.N. Sinha vs Union of India & Anr., [1971] 1 S.C.R. 791; Delhi Cloth & General Mills Ltd. vs Shambhu Nath Mukherjee & Ors., [1978] 1 S.C.R. 591; H.D. Singh vs Reserve Bank of India & Ors., [1985] 4 S.C.C.201; Hindustan Steel Ltd. vs The Presiding Officer, Labour Court; Keshwanand Bharti vs Union of India; Ltd., Chandigarh vs Presiding Officer, Labour Court, Chandigarh and Ors; Maneka Gandhi vs Union of India, [1978] 2 S.C.R. 621; Robert D ' Souza vs Executive Engineer Southern Railway, and Anr; State Bank of India vs Workmen of State Bank of India and Anr; State of Orissa vs Dr. (Miss) Binapani Dei; A. K. Kriapak; Mohinder Singh Gill; Punjab Land Development and Reclamation Corpn; S.C.C. 600; [1991] Suppl"
408,0.7894736842105263,19,4,Supreme Court; clause (c) of second proviso; sub clause (c) of the second proviso; Ariticle 311(2)
409,1.0,2,0,
410,0.368421052631579,19,12,"s.3; s.3A; section 14(d); section 3 A; Code of Criminal Procedure; U. P. Sales Tax Act; Brajnandan Sinha vs Jyoti Narain; Krishna vs Gocerdhanaiah, A. I. R.; Punamchand Maneklal (1914) 1. L. R. and State vs Nemchand Pashvir Patel, (1956) 7 section T. C. 404; R. Nataraja Iyer (1914) 1. L. R. and Shri Virender, Kumar Satyawadi vs The Sate of Punjab,[1955] 2 section C. R. 1013; Shell Co. of Australia Ltd. vs Federal Commissioner of Taxation and; Ujjam Bai vs The State of U. P. (1963) 1 S.C.R. 778"
411,0.16666666666666663,6,5,"section 5(1); Madras Planta tions Agricultural Income Tax Act, 1955; Travancore Cochin Agricultural Income Tax Act, 1950; Co. XXII of 1950; Travancore Rubber & Tea Co. Ltd. vs The Commissioner of Agricultural Income tax, Kerala"
412,0.4,5,3,"Defence Electronics Research Laboratory; November 28, 1988; Central Administrative Tribunal"
413,0.75,8,2,"Code of Criminal Procedure (Amendment) Act, 1955; Pandit Kishori Lal vs King Emperor, (1944) L.R. 72 I.A."
414,0.5454545454545454,33,15,"Calcutta Customs; section 14; section 52A, section 183; Sea Customs Act; Brend vs Wood; Engineering Mazdoor Sabha vs Hind Cycles Ltd. [1963] Supp. 1 S.C.R. 625; Harinagar Sugar Mills Ltd. vs Shyam Sundar Jhunjhunwala and Ors; Jaswant Sugar Mills Ltd., Meerut vs Lakshmi Chand, [1963] Supp; Leo Roy Frey vs Superintendent, District Jail, mritsar and Anr; Maqbool Hussain vs State of Bombay; Ravula Hariprasada Rao vs The State; Sherras vs De Rutzen, (1895) 9; Shewpujanrai Indrasanrai Ltd. vs Collector of Customs; Shivji Nathubhai vs Union of India; Thomas Dana vs State of Punjab, [1959] Supp"
415,0.4,5,3,"S.10(2)(ii)(a); s.10(2)(ii)(a); Tamil Nadu Buildings (Lease and Rent control) Act, 1960"
416,1.0,4,0,
417,0.35,20,13,"S.C.R. 174; Supreme Court; Bankipur Club Ltd. vs Commissioner of Income tax, Bihar and Orissa, , 834; Bhimraj Panna Lal vs Commissioner of Income tax, Bihar & Orissa; Bhimraj Pannalal vs Commissioner of Income tax, Bihar and Orissa; Commissioner of Income Tax, Bombay City 2 vs H. Holck Larsen, , 479; Commissioner of Income tax Gujarat vs A. Raman and Company; Commissioner of Income tax, Gujarat vs A. Raman and Company; Commissioner of Wealth tax, West Bengal vs Imperial Tobacco Company of India Ltd. [1966] Supp; Hyderabad, Andhra Pradesh vs V. Jagan Mohan Rao and ors; Maharaj Kumar Kamal Singh vs The Commissioner of Income tax, Bihar & orissa [1959] Supp; [1979 B C] Commissioner of Income tax, Gujarat vs A. Raman and Company; A. Raman Company"
418,0.6666666666666667,15,5,Ss. 8 & 12; article 312A; Secretary of State Service Officers (Conditions of services) Act 1972; V. B. Raju vs State of Gujarat & Ors; [1975] 1 S.C.R. 797
419,0.6,20,8,"681 J. K. Constitution Act; Enemy Agents Ordinance, section 2005; Jammu and Kashmir Constitution Act; S 5; Section 6(b); XVIII; section 6(b); Ram Krishna Dalmia vs Shri justice section R. Tendolkar"
420,0.5714285714285714,14,6,"30, 1954; Sec. 10 (5A); section 10 (5A); section 66(1); sub section SA of section 10; Commissioner of Income Tax, Bombay vs Sir Chunilal V. Metha & Sons Private Ltd."
421,0.40909090909090906,22,13,"s 82; s.82(b); section g); sub sections (1) to (7) of section 123; Election Rules, 1961; Representation of the People, Act, 1951; Amulva Chandra Rhaduri vs Satish Chandra Giri & Ors; Charan Lal Sohu vs Nandkishore Bhatt & Ors; Mohan Singh vs Bhanwarlal & Ors; Sahodrobai Rai vs Ram Singh Aharwar & Ors; Wasudeoraoji vs A. D. Mani A.I.R. 1951 Nag; A.I.R. 1932 Cal; C. A. No. 2411 of 1972"
422,0.3939393939393939,33,20,"269 Entry 49 of List II; Entry 49 of List; Entry 49 of List 2; Entry 49, List 2; Entry 86 of List 1; Entry 86 of List I and Entry 49 of List II; article 19 (1) (f); article 19(1) (f); articles 14 and 19(1)(f); section 6(2); sections 7 to 1 1; City Municipality Corporation Act; Madras Urban Land Tax Act 12 of 1966; Gallahagher vs Lynn; H. R. section Murthy vs Collector of Chittoor and Anr; Rai Ramakrishna vs State of Bihar, ; at 1673; Raja Jagannath Baksh Singh vs The State of U.P.; Ralla Ram vs Province of East Punjab; Subrahmanyan Chettiar vs Mittuswami Goundan, [1940] F.C.R. 188 at 201; Sudhir Chandra Nawn vs Wealth Tax Officer, A.I.R. 1969 S.C. 59"
423,0.6666666666666667,57,19,"Sholapur Spinning and Weaving Co., Ltd.; Indian Companies Act, 1913; Sholapur Spinning and Weaving Co. (Emergency Provisions) Ordinance II of 1950; Article 19(1)(f); Section 299(2); clause (5)(b)(ii)of that; Supreme Court; Boyd; Per Das; A.K. Gopalan vs The State of Madras ([1950] S.C.R. 88); Boyd vs United States (2); Charanjit Lal Chowdhuri vs The Union of India and Others(1); Chiranjit Lal Chowdhuri vs The Union of India and Others ([1950] S.C.R. 869); Jupiter General Insurance Co. vs Rajagopalan (A.I.R. 1952 Punjab 9); Minister of State for the Army vs Dalziel; Pennsylvania Coal Co. vs Mahon; State of Bihar vs Maharajah Kameswar Singh and Others ([1952] S.C.R. 889); State of West Bengal vs Subodh Gopal Bose and Others ([1954] S.C.R. 587); Tan Bug Tain vs Collector of Bombay (I.L.R."
424,0.6,15,6,Madras Sales of Motor Spirit Taxation (Andhra Pradesh Extension and Amendment) Act (Andhra Pradesh V of 1958); Madras Sales of Motor Spirit Taxation Act (Mad. VI of 1939); section 4 Of sub sections (1) and (6); section 4(1)was an; section 4(6); Narendra Kumar vs The Union of India
425,0.6666666666666667,15,5,"clause (s) of section 43 (2); Act of 1947; U.P. (Temporary) Control of Rent 'and Eviction Act 1947; Cardozo; Qudrat Ullah vs Municipal Board, Bareilly"
426,0.4285714285714286,7,4,Brij Mohan Bagaria vs N.(; D. P. Dunderdele vs G. P. Mukherjee; State of Bombay vs The Hospital Mazdoor Sabha; Chatterjee
427,0.5882352941176471,17,7,"section 13 B(2); section 13 B(l); Beales vs Beales; Chander Kanta vs Hans Kumar and Anr., A.I.R. 1989 De. 4 73; Harcharan Kaur vs Nachhattar Singh, A.I.R. 1988 P & H. 27; K.I. Mohanan vs Jeejabai, A.I.R. 1988 Ker. 28; Meena Dutta vs Anirudh Dutta, 1984 11 DMC 388 (MP)"
428,0.6,5,2,Anirudh Prasad vs Rajeshwari Saroj Das & Ors; Jabar Singh vs Genda Lal
429,N/A,0,0,
430,0.2142857142857143,28,22,"A. Ragavamma; Arabinda Chakravarti; Raghavamma; Rupkanwar; Asiatic Steam Navigation Co. Ltd vs Sub Lt; Bal Gangadhar Tilak vs Shrinivas Pandit (1915) L.R. 42 I.A. 135; Girja Bai vs Sadashiv Dhundiraj, [1960] 43 I.A, 151; Kalyani (dead) by L. Rs. vs Narayanan and Ors; Kishori Lal vs Chaltibai [1959] Supp. 1 S.C.R. 698; Lakshman Singh v Smt; Puttrangamma and Ors., vs M.S. Ranganna and Ors; Sara Veeraswami alias Sara Veerraju v Talluri Narayya; Sarju Parshad vs Raja Jwaleshwari Pratap Narain Singh and Ors; Shoshinath v Krishnasunder (1881) L.R. 7 I.A. 250; Susroogan v Sabitra; Sutroogan vs Sabitra; W.C. Macdonald vs Fred Latimer, A.I.R. 1929 P.C. 15; Watt vs Thomas; [1959] Supp. 1 S.C.R. 979; Ram Krishan; [1931] 58 I.A. 220; . 854"
431,0.6153846153846154,13,5,"Article 14; Niranjan Patnaik vs Sashibhushan Kar; State of M.P. vs Nandial Jaiswal & Ors; A.K. Srinivasan; Supreme Court Litiga tion, 98 Proceedings AM Phil Society 233 (1954)"
432,0.4285714285714286,7,4,"Co operative Societies 'Act, 1922; Indian Income tax Act 1922; section 6o; Punjab Co operative Bank Ltd. vs The Commissioner of Income tax, Punjab"
433,0.5454545454545454,22,10,"High Court of Madras; Binod Singh vs District Magistrate, Dhan bad, Bihar & Ors; Dr. Ramakrishna Rawat vs District Magis trate, Jabalpur & Anr; Kartic Chandra Guha vs The State of West Bengal & Ors; Poonam Lata vs M.L. Wadhawan & Anr; Ramesh Yadav vs District Magistrate, Etah & Ors; Rameshwar Shaw vs District Magistrate, Burdwan & Anr; Shashi Aggarwal vs State of U. P. & Ors; Vijay Kumar vs State of Jammu & Kashmir & Ors; District Magistrate, Dhanbad"
434,0.5263157894736843,19,9,"Article 133(1)(a); paragraph 5(2)(a) of Schedule V; Andhra Pradesh Scheduled Areas Land Transfer Regulation 1959 (Regulation I of 1959); Constitution (Forty fourth) Amendment in 1979; Regulation 1970; Christoph von Furer Haimendorf; Ramanatha Aiyar; Lingappa Rochanna Appelwar vs State of Maharashtra; State of Karnataka, [1984] 3 SCC p. 301"
435,0.6842105263157895,19,6,"clause (i) of section 2(9); section 32; Employee ' a State Insurance Act 1948; Hyderabad Asbestos Cement Products Ltd. vs The Employees Insurance Court and Anr; Nagpur Electric Light and Power Co. Ltd. vs Regional Director Employees, State Insurance Corporation; Hyderabad"
436,0.625,16,6,Madhya Pradesh Excise Act; 1.4.1977; 1.4.1981; 31.3.1986; Hat Shankar; M. P.v
437,0.8125,16,3,"March 9,1979; Union oflndia vs M.A. Chowdhary, AIR 1987 SC l526; writ Petition Civil No. 1756 of 1986"
438,0.3939393939393939,33,20,"L. R. Cal; Maneklat; Sarajubala Dassi; Bombay Rents, Hotel and Lodging House Rates Control Act, 1947; Bombay, Rents, Hotel and Lodging House Rates Conrtol Act, 1947; Indian Registration (Bombay Amendment) Act, 1939; Ordinance of 1959; section 13(1)(c); Hidayatullah; Per Sarkar; 505 and Solomon vs Orwell, [1954] 1 All E. R. 874; Baker vs Turner; Campbell vs Lill; Keeves vs Dean, , Roe vs Russel; Krishna Prasad Bose vs Sm.; L.R.43 Mad. 696; Lewis vs Reeves; Roe vs Russel; Vevindramuthu Pillai vs Maya Nandan, (1920) 1; Yusuf vs joytish Chandra Banerji, (1932)"
439,0.6363636363636364,22,8,"Essential Supplies (Temporary Powers) Act, 1946; Essential Supplies (Temporary powers) Act, 1946; Iron and Steel (Control of Production and Distribution) Order, 1941; article 226; section 3, and cl. 11B; Dwarka Prasad Laxmi Narain vs The State of Uttar Pradesh; Harishankar Bagla vs The State of Madhya Pradesh; State of Rajasthan vs Nath Mul and Mitha Mal"
440,0.5238095238095238,63,30,"Articles 14 and 19; Articles 301 to 305 of part III; Articles 304(a) and 16; Articles 38 and 39; List III; section 5A of 732; sections 8(5); WP 803/88; State of U. P.; U.T., Himachal Pradesh; Central Sales Tax Act; Uttar Pradesh Sales Tax Act; A. Hajee Abdul Shakoor & Co. vs State of Madras; AIR 1957 SC 790 at 791; Andhra Sugars Ltd. & Anr. etc vs State of Andhra Pradesh & Ors; Bharat General & Tex tiles Industries Ltd. vs State of Maharashtra, 72 STC 354; Coffee Board, Bangalore vs Joint Commercial Tax Officer, Madras & Anr; Firm A.T.B. Mehtab Majid & Co. vs State of Madras; H. Anraj vs Government of Tamil Nadu; Kalyani Stores vs The State of Orissa & Ors; State of Gujarat & Ors., 568 at 571; State of Madhya Pradesh vs Bhailal Bhai & Ors., ; at 268 9; State of Madras vs N.K. Nataraja Mudaliar; Ujjam Bai vs State of U.P., [1963] 1 SCR 778 at 851; V. Guruviah Naidu & Sons vs State of Tamil Nadu & Anr., ; at 1070; Kailash Nath; Narinder Chand Hem Raj; Rattan Lal; Weston Electroniks; Renu sagar Power Co."
441,0.5,14,7,160B L] (ii) Section 20A; R. Section 20; Ss. 20 and 20A; Ss. 233 to 239; Food Adulteration Act; Northern India Caterers Private Ltd. and Another vs State of Punjab and Another; State of Andhra Pradesh vs Cheemalapati Ganeswara Rao and Another
442,0.2727272727272727,22,16,Criminal Procedure Code; Supreme Court Rules 1966); Maneka Gandhi [1978] 2 SCR 621; Part III; Section 441(1); Section 441(2); article 350; s 441(1); section 137(2); section 436; section 436(2); section 437 (2); section 441 ( 1 ); section 441(2) and (3); section `389(1); Free India
443,0.8333333333333334,12,2,Fida Hussain vs State of Uttar Pradesh 11962] 1 S.C.R. 776; Union of India vs Ghaus Mohammad
444,0.7894736842105263,19,4,"sub rule (2a) below sub rule (2) of Rule 12; General Manager, Southern Railway vs Rangachari; M. R. Balaji vs State of Mysore [1963] Supply; S.C.R. 434 State of Kerala vs N. M. Thomas"
445,0.6428571428571428,14,5,"section 25(2); section 54(1)(a) read with section 25(a) and section 57(c); Code of Criminal Procedure 1973; Criminal Procedure Code 1973; SubDivisional Magistrate, Patna"
446,0.5833333333333333,12,5,article 19(1)(g); article 226 of the 74; cl.2 of the appendix 42; cl.3; Import (Control) order 1955
447,0.5882352941176471,34,14,Central Board of Reve; U.P.S.C.; 16th April 1964; Bishan Sarup Gupta case [1975] Supp; Commissioner of Income Tax Gujarat vs A. Raman & Compa ny; S.C. Jaisinghani vs Union of India & ors; Union of India vs Vasant Jayarama Karnik [43C F] (4); [1967] 2 S.C.R. 70; [1975] 3 S.C.R. 201; Income Tax Officers Class I; article 366(10); article 63(1); r. 18; section 241(2)
448,0.56,25,11,"Madras High Court Appellate Side Rules 1965; Rule 28 Order 4; clause 7(1)(a) of Act 19 of 1883; section 7(1) (C); section 7(1) (a); Per Ray; Attorney General vs Dekerysis Royal Hotel., Ltd.; Bishan Singh vs Khazan Singh, [1959] S.C.R . 878; Builders Supply Corporation vs The Union of India; Penu Balakrishna Iyer & Ors, vs Sri Ariya M. Ramaswami Iyer; Union of India vs Ram Kanwar"
449,0.8823529411764706,17,2,"Harvinder kaur vs Harmander Singh Choudhry, A.I.R. 1984 Delhi; T. Sareetha vs Venkata Subbaiah, A.I.R. 1983 Andhra Pradesh"
450,0.8666666666666667,15,2,"Presidential and Vice Presidential Election Act of 1952; N. P. Ponnuswamy vs Returning Officer, Namakkal Constituency"
451,0.4,5,3,s.12(1)(f); section 12(h); section 12(i)(f)
452,0.8333333333333334,6,1,s 66(2)
453,0.4117647058823529,17,10,"L 761 SupCI/73 534; Sec.; Sec. 9; s.124(1)IPC; section 173; Maintenance of Punjab Security of State Act; Punjab Security of State Act; Kedarnath Singh vs State of Bihar [1966 Supp. 2 S.C.R. 7691] [539 A C] (iii); Superintendent of Central fail, Fatehgarh vs Ram Manohar Lohia; Supreme Court"
454,1.0,7,0,
455,0.25,8,6,"r. 54; Uttar Pradesh Government; Supreme Court; Dwarkachand vs State of Rajasthan, I.L.R.; Mohan Singh Choudhri vs Divisional Personnel Officer, Northern Railway, Ferozepore Cantt; Nanak Chandra Bairagi vs Supdt"
456,0.6363636363636364,11,4,"Arnold vs King Emperor, (1914) L.R. 41 I.A. 149; Mushtak Hussein vs The State of Bombay; Ramkrishan Mithanlal Sharma vs The State of Bombay; Per Hidayatullah"
457,0.2142857142857143,14,11,"article 19(1)(f); article 31(1); article 31(2); article 31(2A); article 3i(2); article 9(1)(f); articles 19(1)(f), 31(1) and 31(2); articles 19(1)(f), 31(1) or 31(2); Constitution of India; 103 802 Julius vs Lord Bishop of Oxford; Suraj Parkash Kapur vs The State of Punjab, (1957) LIX P.L.R. 103"
458,0.5,6,3,"High Court of Nagpur; Bharatkhand Textile Mfg., Co., Ltd. vs Textile Labour Association; Indian Hume Pipe Co. vs Its Workmen"
459,0.5333333333333333,30,14,"Clause (b) of sub section (1) of Section 110A; Section 1 A; Section 110A(1); Section I A of the , 18; Sections 110A and 110B; Sections 110A to 110F; proviso to sub section (1) of Section 110A; [419A B] 406 S.2; Budha vs Union of India and Ors., [1981] M.P. 151; Megjibhai Khimji Vira and another vs Chaturbhai Taljab hai and others, AIR 1977 Gujarat 195; Minu B. Mehta and Another vs Balkrishna Ramchandra Nayan and Another; Mohammed Habi bullah and another vs K. Seethammal, A.I.R. 1967 Mad. 123; Rylands vs Fletcher; Vanguard Insurance Co. Ltd. vs Hanu mantha Rao, Pradesh)"
460,0.3846153846153846,26,16,"O. 17, r. 2; Order 9, rule 7; Rule 6 (1) (a) of Order 9; rule 7 of Order 9; section 90(2); Representation 2 of the People Act; Representation of the People Act (Act XLIII) of 1951; Balakrishna Udayar vs Vasudeva Ayyar (I.L.R. ,; Darga Shankar Mehta vs Thakur Raghuraj Singh ([1955] 1 S.C.R. 267); Hari Vishnu vs Ahmed Ishaque ([1955] 1 S.C.R. 1104); Hariram vs Pribhdas (A.I.R. 1945 Sind 98, 102); Raj Krushna Bose vs Binod Kanungo ([1954] S.C.R. 913, 918); Sahibzada Zeinitlabdin Khan vs Sahibzada Ahmed Baza Khan (5 I.A. 233, 236); Sewaram vs Misrimal (A.I.R. , 14); T. M. Barret vs African Products Ltd. (A.I.R. 1928 P.C. 261, 262); Venkatasubbiah vs Lakshminarasimham (A.I.R. ,"
461,0.6842105263157895,19,6,"Ministry of Home Affairs and Anr; section 86(4)(aa); Lex Loci Contractus; Maharaj Kumar Tokendra Bir Singh vs Secretary; Mirza Ali Akbar Kashani vs United Arab Republic and Anr., AIR 960 Calcutta 768; Rahimtoola vs Nizam of Hyderabad and Anr., 1958 Appeal Cases 379 at 418"
462,0.5555555555555556,18,8,"Fatehbad; proviso to S.33 sub section (4); s.36; section 33(4); sub section; sub section (4) of section 36; Brij Mohan vs Sat Pal, C.A. No. 2650/84; 13.3.85"
463,1.0,4,0,
464,0.6666666666666667,30,10,"Annexure H. [240 B D] Annexure I; Article 16(4) and 46; General Manager, Southern Railway vs Rangachari [1962]2 S.C.R. 586; M. R Balaji vs State of Mysore [1963] Supp. 1 S.C.R. 439, 470; Minister of Home Affairs vs Fisher [1979]3 All E.R. 21, State of Kerala & Anr; State of Kerala vs N. M. Thomas [1976]1 S.C.R. 906; State of Kerala vs N.M. Thomas; T. Devadasan vs Union of India [1964]4 S.C.R. 680; [1976] 1 S.C.R. 906 @ 930 933; N.M. Thomas"
